제목,내용,평점,좋아요 수
극장 미림,"철벽 서큐버스 정가영.
맛 없는 건 빼먹을 생각 없다.",2.5,1
해리포터와 혼혈왕자,이야기는 들쑥날쑥 사방팔방 튀지만 다음 화로 가기 위한 이음새 역할에 충실한 듯한 영화. 시리즈물의 강약조절을 위한 빌드업이라 생각된다.,3.5,4
버스틸러,6분이라 다행이었다,1.5,1
해리포터와 불사조 기사단,사춘기를 다뤘는데도 여전히 억압시키는 교수들의 등장과 억지스러울 정도로 말도 안 되는 규약들을 제정하는 거부터 피로가 몰려온다. 그래도 나름 떡밥 잘 쌓고 스토라 풀어가나 했는데 결말이 너무 짧게 끝나버린다. 인물들의 비어있는 동선에 대한 정보의 제공이 너무 적다.,3.5,4
쿵푸 허슬,"주성치 꿀 빨다가 얻어걸려서 캐리하는 영화.
그저 주성치식 코미디 액션 영화에 개연성이 무슨 문제랴.",3.0,4
해리포터와 불의 잔,"마법사들의 사춘기를 담은 이 작품을 보고 든 생각은 어릴 때 이 작품과 같이 자라왔으면 참 행복했겠다 라는 생각이다. 난 그럴 수 있는 년도에 태어났음에도 이 행복을 놓친 것이 안타깝다.
+책은 얼마나 개쩔길래 이번 편에 생략된 것이 많은 것인가...",4.0,4
내 아내의 모든 것,몇몇 아쉬운 연결을 제외하고 연기부터 각본까지 상당히 재밌는 영화. 요즘 로맨틱코미디가 성공하기 힘든 이유는 예전에 이런 인상 깊었던 작품들이 있어서이지 않을까.,4.0,3
해리포터와 아즈카반의 죄수,"앞에 본 두 편보다 재밌다.
막판에 약간의 타임워프 맛보기는 좀 유치했지만 사실 25살의 남자가 보도록 만든 영화는 아니니깐ㅋㅋㅋ
+댓글 보니 나만 그런게 아니구나ㅋㅋㅋㅋㅋ",4.5,6
해리포터와 비밀의 방,"1편보다 조금 더 재밌는 거 같은 2편.
코로나 사건에도 수능 보는 우리나라 vs 비밀의 방 사건땜에 시험 취소되는 호그와트.",4.0,4
해리포터와 마법사의 돌,"전설과 덕후들 양성의 시작.
해리포터 씹덕쉑들,,, 자기들만 좋은 거 보고 있었네
어릴 때 난 이 영화가 너무 무서웠던 이유도 알 거 같다.
전체 이용가 치고는 목 잘린 귀신은 좀;;;
그래도 좀 더 어렸을 때 이 영화를 좋아했다면 어땠을까 하는 아쉬움이 드는 첫 편.",4.0,4
300,사실 영화라기보단 연극 각본과 연출을 보는 것 같았다.,3.0,3
매그니피센트 7,"이런 연출에 촬영 스타일이면 차라리 흑백에 자글자글거리는 카메라가 좋았을 것을.
배우들이 너무 아깝다.",2.5,1
블랙핑크: 세상을 밝혀라,"그들의 노력에 놀라고 그들의 프로페셔널에 감탄했다.
블랙핑크의 백스테이지를 약간 흘깃해보는 정도라 가볍고 재밌게 볼만한 거 같다.",3.5,3
콜,"감독은 결국 원했던 찐 결말을 결국 크레딧 시작 부분에 넣는데 성공한 듯 하다. 시간을 이용한 스릴러 영화 중 국내에서 이렇게 나온 적이 있었나 싶다. 이충현 감독의 장편 입봉작으로 기대값은 한 영화. 사실 전종서 배우가 영화 그 자체였다.
+ 초반의 느린 전개감과 타임 패러독스에서의 동기화시키지 않는다는 건 꽤나 큰 단점같은 설정.
++내가 시간이동 영화를 안 좋아하는 이유.",3.5,6
봄날은 간다,"2020년인 현재 아날로그 감성이라 불리도록 허락되었던 마지막 사회상, 그리고 영화.
당신이 나를 찾지 않은 이유가 나에게 없던 것이라는 걸 알았을 때의 무력감과 분노 등 복합적인 감정이 직설적으로 너무 잘 드러난 영화. (그 과정의 당위성은 보여주지 않지만 봄날에 그런 게 어딨는가. 그냥 흘러갈 뿐.)
어느새 스며들어있던 서로지만 서로만 스며든다는 보장도 없으니. 그리고 어느새 스며든 다른 이의 습관.",4.0,8
세상을 바꾼 변호인,세상을 바꾼 이를 위한 상업영화로써 보여줄 수 있는 헌사. 그래도 한글 제목은 좀 구리지 않나 싶다.,4.0,5
컨택트,"모든 생명체의 삶이 인간과 같지 않을 수 있다. 간단한 의사소통조차도. 이 영화 너무 어려운 듯 쉬운 듯 어렵다.
영화의 첫 시작을 마치 과거인 듯 연상시켰던 연출이 영화의 마지막에서 다시 보일 때란...
영화의 모든 걸 함축하며 다 보여주는 시작이 아닐까.",4.0,7
화해,나로썬 절대 알 수 없는 세계. 대사의 디테일이 살아있다.,3.5,3
스트레인저,"기억의 회귀. 뻔할 지도, 유치할 지도 모르지만 꽤나 인상적인 서사 방식.",3.0,2
블레이드 러너 2049,"전작에 대한 리스펙과 함께 더 발전한 걸작.
좀 많이 느리다 느껴졌던 전작과 갈리 적당히 느린 템포는 영화를 보는 동시에 곱씹으며 생각할 시간을 주며 전작의 설정을 이어 받아 새로운 영화를 구축해낸 것은 놀라울 따름. 시즌3 마저도 기다리게 되는 마무리.
개인적으로 생각해볼때 전작은 새로운 주제와 소재들로 영화계에 경종을 울렸다면, 이 영화는 그 세계관을 이용해 만들어 낼 수 있는 최대치에 가까운 느낌이다.",5.0,5
1917,극한의 몰입도. 전쟁의 허망한 결말. 자신은 조금이나마 더 살아남았다는 안도.,4.5,5
하트어택,스마트폰 카메라 화질 기똥차네 ㄷㄷ,2.5,6
벌새,"영화를 보고 여타 영화에 비해 좀 쉽게 해석해볼 수 있고 감독의 의도가 느껴지는 부분이 많다고만 생각했다. 호평의 댓글들을 보고 내가 느낀 감정들과 생각한 문제들을 다시 되새길 수 있었고, 악평의 댓글들을 보고 영화를 보며 껄끄러웠던 부분들을 다시 정립할 수 있었다. 호평과 악평 모두 이해되는 영화. 나는 아직 멀었구나 싶은 영화.",4.0,6
우주인 조안,"재밌는 각본에 완성도와 미술들.
장편과 단편 그 사이의 애매한 정체성은 아쉬울수도.
최성은 배우의 대수로운 등장.",4.0,1
블링크,넷플릭스 나홀로그대 렌즈버전,2.5,1
간호중,수녀의 존재의의는 잘 모르겠지만 그 외의 소재나 연기력에서 감탄할만한 작품. 그냥 로봇이 아닌 간호로봇만을 다뤄서 하나의 주제에 몰두할 수 있지 않았나.,3.5,3
원더풀 라이프,"현실감 물씬 나는 판타지. 다큐인가 싶을 정도의 인터뷰들. 만약 내가 지금 죽으면 가져갈 기억이 있을까 하는 막연한 생각, 하지만 난 직원이 될 듯 싶다.",3.5,3
주희에게,완성도 높은 착한 클리셰 영화. 엮는 재주.,4.0,3
레볼루셔너리 로드,어쩌면 찾고자 했던 건 나와 같은 또 다른 나.,4.0,5
일주일 만에 사랑할 순 없다,정말 흔한 로맨틱 코미디 타임 워프물에 지구 종말 끼얹기,2.5,1
보이후드,시간 장인 링클레이터가 야심차게 준비한 대작 프로젝트 영화. 그만이 시도하고 그만이 할 수 있는 이야기. 내가 살아온 인생이 이 영화에 다른 버전으로 그려져 있다. 뜬금없는 타이밍에 튀어나오는 명장면들이 영화에서 눈을 못 떼게 만든다.,5.0,2
번지 점프를 하다,"영화가 개봉된 지 20년 지난 지금, 너무도 옛날 사고관과 시대관에 당황스러울 정도였다. 영화는 생각보다 유치했고 연계성도 너무 떨어졌다. 영화에 등장하는 여러 폭력들은 현재 우리 사회가 얼마나 발전했는지, 발전해나가고 있는지를 여실히 보여주는 듯 하다.",2.5,0
연애 하루 전,달달하다. 가볍게 볼만하다.,3.0,2
비닐봉지의 습격,"??? : 비닐 눈치 겁나 없네;;;
??? : 인간 눈치 겁나 없네;;;",3.5,2
인형의 집,지금도 탈출을 꿈꾼다.,3.5,1
코요테,이미지는 기억나지만 내용은 기억나지 않아...,2.5,1
III,단편 애니만큼 창의적으로 기괴하게 만들 수 있는 영상이 또 있을까,3.0,1
양들의 시간,코로나 제발 좀 없어졌으면,3.5,1
르 티그르 드 타즈마니,최후를 앞둔 마지막 저항,3.5,1
블로이스트라트 11,스틸은 기억나는데 영화가 기억나지 않는다ㅠ,2.5,1
성형중독,기괴했던 성형 풍자,3.0,1
더 콜,이런 애니메이션도 가능하구나 생각해봤다.,4.0,2
에그,이거 참으로 기괴했다. 다시 한 번 보고싶다.,4.0,1
동물 심리상담소,ㅋㅋㅋㅋㅋㅋㅋㅋ이건 재밌었다,3.5,1
레이몬드의 상상탈출,재미없었다,2.0,1
유년의 기억,이 영화만은 확실히 기억에 남았던 걸로.,4.0,2
마이 문,그림체에 눈길이 갔던 영화.,3.5,2
무지개 칠하는 법,마찬가지로 기억에 크게 남지 않은 작품,2.5,2
할아버지가 숨어있어요,기억에 크게 남지 않은 단편,2.0,1
멋진 케이크!,볼만했던 완성도 높았던 작품.,3.5,1
장미여관,클리셰적인 요소를 참 많이 느꼈었지만 앞으로 어떤 작품이 나올지 기대됐던 영화.,3.0,4
두개의 빛: 릴루미노,"감성을 자극하는 능력은 타고난 허진호 감독 단편. 한지민 배우의 연기가 너무 압도적이다.
광고라고는 생각되지 않는 퀄리티.
크레딧 끝나고 나오는 영상 너무 따뜻했다.",3.5,4
블루 발렌타인,여러 해석으로 바라볼 수 있는 영화. 사람의 감정선은 그만큼 다양하고  단편적이지 않다.,4.0,3
프랑소와가 떠난 다음 날,그는 진심이었다.,2.5,4
얌,나 먹으려고 만든건데ㅠㅠ,2.5,9
별이 빛나는 밤에,그녀와의 추억을 마무리하기 위해 찾아간 곳에서 더욱 깊게 자리 잡은 그녀.,3.5,4
거꾸로 가는 남자,단편에 비해 아쉬운 작품. 코 앞까지 들이 밀어주는 문제의식은 우리가 사는 삶이 어떤 삶인지를 보여준다. 그럼에도 아쉬운 점은 세상엔 다양한 생활군이 많고 등장하는 캐릭터들은 너무 한정적이었다. 한정적이라 느낀 건 내가 살아온 삶 때문인걸까.,3.5,4
"힘내세요, 병헌씨",꿀잼 페이크 다큐. 이병헌 감독의 위트가 여실히 드러난 작품. '귀여운 남자'는 결국 '스물'이라는 작품으로 탄생한건가 싶다. 다큐의 클리셰적인 요소들을 일부러 이용하며 꼬아줬고 누구에게나 통할 수 있는 재미를 넣었다.,4.0,4
돼룩돼룩,"매일매일 동족의 죽음 앞에서 살아가야 하는 비극ㅠㅠ
인간이 미안해ㅠㅠ",3.0,11
증인,결국 한국영화였다. 뛰어난 변호인 정우성은 그의 피고인에게 아들이 있는 것조차 몰랐다고 한다.,3.0,1
"색, 계","그 앞에서 두려움을 느끼지 않았던 그녀가 어느 순간부터 두려운 눈빛으로 흔들릴 때, 그럴 때마다 그 눈빛은 자신을 향해 있던 것일지 그를 향해 있던 것일지 계속 생각해보게 된다. 그녀에게 모든 마음을 빼앗긴 그가 그녀를 경계하지 않으면서 느끼지 못하게 된 그녀의 눈빛들, 그걸 연기하는 탕웨이의 경이로움.
선택과 집중이 확실한 영화.",5.0,5
아비정전,영화 제작 당시의 사회상과 여성상이 어땠는지 여실히 드러나는 작품. 그 당시에 인기를 끌던 나쁜 남자 장국영은 현 시대에선 그저 철없고 나쁜 새끼로만 보인다. 그럼에도 매력적인 장국영이라는 배우.,3.0,6
그랜드 부다페스트 호텔,찾았다! 옛날에 봤는데 내 코멘트가 없던 영화! 분명 남겼던거 같은데 왜 없지 이거ㅠㅠ 확실한 건 이쁜거 보고 싶으면 봐야됨ㅋㅋㅋㅋㅋ,4.5,4
남산의 부장들,내부자들 감독의 확실한 부활.,3.5,3
메기,"감각적이나 감각적이기만 하다.
국가 인권 위원회의 기획/제작 이라는 점이 가장 놀랍다.",3.5,5
줄무늬 파자마를 입은 소년,"자신의 아이에겐 좋은것만 보여주고 해주고 싶었던 독일 나치군 사단장에 주어질 수 있는 최대의 형벌.
아이에게 실상을 알려주지 않은 걸 후회할 것인가, 자신이 행한 수많은 행동들을 후회할 것인가.",4.0,5
센과 치히로의 행방불명,"명성에 비해 다소 아쉬운 작품.
직관적인 메시지가 영화를 더 쉽게 만들어준다.
아이들이 봐도 되지만 보면 무서워할 거 같은 영화.",4.0,4
엑시트,"본격 재난 방지 공익광고 영화.
믿고보는 조정석.
윤아는 옛날의 발연기를 벗어난 듯 하다.
뭐든 오버하지 않는 무난한 재료들이 모여 만들어진 꽤나 맛있는 영화.",4.0,4
오페라의 유령 : 25주년 특별 공연,작품 보는 내내 영어를 모국어로 삼고 싶어졌다.,4.0,2
코치 카터,빼어나지 않지만 챙길건 다 챙긴 교훈적인 스포츠 영화.,3.5,1
사랑은 꿈과 현실의 외길목에서,아 그림체부터 궁서체까지 개웃기넼ㅋㅋㅋㅋㅋㅋ 마지막 다같이 춤추는것도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4.0,13
플립,"나이가 들고 나서 보면 참 좋은 영화들이 있다.
하지맘 이 영화는 나이가 들기 전에 봐야했다.",3.0,3
한심해서 죄송합니다.,나도 아는데 옆에서 자꾸 더 기죽이지마라ㅠㅠ,3.0,15
라이언 일병 구하기,"전쟁영화의 교과서. 지극히 극적이지도, 사실적이지도 않은 적절한 조화. 영화 내도록 신기할 정도로 영웅을 피해가던 총알은 끝까지 피해가거나 결국 마지막에 명중하는데 그땐 꼭 지원군이 나타난다. 전쟁영화의 어쩔 수 없는 서사, 그래서 난 전쟁영화를 별로 안 좋아하는 것 같다.",4.0,5
할머니의 케이크,어릴땐 그저 케이크 대신이었는데 어느새 자리 잡은 한 구석의 추억과 찾게 되는 그리움.,3.5,17
(OO),ㅋㅋㅋㅋㅋㅋㅋ영화 개웃기면서도 공감 오진다. 한번씩 뚤리는 그 쾌감이란.,4.0,3
김씨 표류기,"코미디를 가장해 주거문제 환경오염, 저작권, 청년실업, 히키코모리, 자존감, 자신감, 외모지상주의, 키보드워리어를 다루는 작품. 김씨 둘의 서로 다른 표류.",4.5,7
스파이 브릿지,스티븐 스필버그의 연출과 코엔 형제의 글이 만나 발휘하는 시너지. 반전과 드라마틱 없이 써내려간 인간적인 스파이물. 전하고자 하는 메시지가 눈에 띄고 쉬우면서도 이토록 재밌는 영화를 만들기란 참 어려울 것이다.,4.5,3
바르샤 드림스,전지적 바르샤 시점. 바르샤의 처음부터 현재까지 알 수 있어 좋지만 너무 난잡한 전개는 집중에 방해된다. 바르샤 팬이라면 추천.,2.5,3
쉘부르의 우산,뮤지컬 영화보단 오히려 오페라같은 영화. 모든 대사를 노래로 진행키는 영화는 처음 본 것 같기도. 사실상 줄거리는 별 거 없다. 대사로 전개했으면 1시간짜리 영화거나 굉장히 루즈했을 듯하다. 리마스터링 된 후 색감도 볼 만한 영화. 역사적으로 실험적인 영화였다는 점에서 별점 1개 추가. 55년 전 영화를 통해 보는 시대상도 나름 재밌었다. 영원히 남을 OST.,4.0,4
